title,department,openings,locations,all_locations,regions,remote_available
"Content Marketing ManagerSales and Marketing·Denmark, Europe·Fully Remote",Not specified,1,Not specified,Not specified,Not specified,No
DACH Implementation ManagerEurope·Fully Remote,Not specified,1,Not specified,Not specified,Not specified,No
Growth EngineerSales and Marketing·Europe·Fully Remote,Not specified,1,Not specified,Not specified,Not specified,No
Open ApplicationEurope,Not specified,1,Not specified,Not specified,Not specified,No
Technical Support Developer (Laravel / Vue)Engineering·Europe·Fully Remote,Not specified,1,Not specified,Not specified,Not specified,No
