title,department,openings,locations,all_locations,regions,remote_available
"Technical Consultant - Java, SQL",Not specified,2,2 Locations; Pune - BY,2 Locations | Pune - BY,Not specified,No
Business Consultant (Supply Chain Planning) - Sales Support,Not specified,1,2 Locations,2 Locations,Not specified,No
Data Science Consultant II - Supply Chain Operations Analytics,Not specified,1,Bangalore,Bangalore,Not specified,No
Director of Internal Audit - Data Analytics and Automation,Not specified,1,Dallas,Dallas,Not specified,No
Enterprise Solution Architect – Automotive Factory and Supply Chain Planning,Not specified,1,2 Locations,2 Locations,Not specified,No
Global Associate Success (HR) Business Partner,Not specified,1,Dallas,Dallas,Not specified,No
Global Business Practices Director,Not specified,1,5 Locations,5 Locations,Not specified,No
ITIL Process Manager (Program Manager),Not specified,1,Hyderabad,Hyderabad,Not specified,No
Lead Software Engineer -  ReactJS & Microservices,Not specified,1,Hyderabad,Hyderabad,Not specified,No
"Lead Software Engineer - Java, Microservices & Cloud",Not specified,1,Hyderabad,Hyderabad,Not specified,No
"Lead Software Engineer(Java,Springboot,Rest API)",Not specified,1,Hyderabad,Hyderabad,Not specified,No
"Lead, Sales Compensation",Not specified,1,Bangalore,Bangalore,Not specified,No
"Project Manager (Engineering Manager,Java,Springboot,Mircroservices,Kafka)",Not specified,1,Bangalore,Bangalore,Not specified,No
"Project Manager - Cloud -  Project Management Professional, Customer Success Manager & PRINCE2",Not specified,1,2 Locations,2 Locations,Not specified,No
Senior DevOps Engineer,Not specified,1,16 Locations,16 Locations,Not specified,No
Senior FullStack Software Engineer ( React and NodeJS),Not specified,1,16 Locations,16 Locations,Not specified,No
"Software Engineer II-(Backend Developer,Python,Microservices,Kafka,Nosql)",Not specified,1,Bangalore,Bangalore,Not specified,No
Solution Architect,Not specified,1,3 Locations,3 Locations,Not specified,No
Sr Cloud Delivery Manager,Not specified,1,Bangalore,Bangalore,Not specified,No
"Sr Gen AI Engineer - Python, AI & ML",Not specified,1,2 Locations,2 Locations,Not specified,No
"Sr Staff Software Engineer - Java, Microservices & Springboot",Not specified,1,Bangalore,Bangalore,Not specified,No
Sr Support Engineer 2 - Fulfilment/Demand/Order Optimization/Enterprise Supply Planning(ESP) & PLSQL,Not specified,1,Bangalore,Bangalore,Not specified,No
"Sr Technical Architect - ServiceNow Architect, CSM, CSDM & ITOM",Not specified,1,Bangalore,Bangalore,Not specified,No
Sr Technical Consultant,Not specified,1,Monterrey,Monterrey,Not specified,No
Sr Technical Consultant - Platform Integration,Not specified,1,2 Locations,2 Locations,Not specified,No
Sr. Coordinator - Learning & Development,Not specified,1,Bangalore,Bangalore,Not specified,No
Sr. QA Engineer - Robot & Python,Not specified,1,Bangalore,Bangalore,Not specified,No
Sr. Staff Data Science Consultant - Supply Chain,Not specified,1,Bangalore,Bangalore,Not specified,No
Staff Data Science Consultant - Supply Chain Operations Analytics,Not specified,1,Bangalore,Bangalore,Not specified,No
Staff Data Science Consultant II - Supply Chain,Not specified,1,Bangalore,Bangalore,Not specified,No
Staff Data Scientist I - Supply Chain Operations Analytics,Not specified,1,Bangalore,Bangalore,Not specified,No
Staff Software Engineer,Not specified,1,10 Locations,10 Locations,Not specified,No
"Staff Software Engineer - NodeJs, ReactJs, NextJs & Microservices",Not specified,1,Hyderabad,Hyderabad,Not specified,No
Support Engineer 2 - Blue Yonder TMS/Transportation Management,Not specified,1,2 Locations,2 Locations,Not specified,No
"Support Engineer1 - PLSQL, DBMS & AppD",Not specified,1,Hyderabad,Hyderabad,Not specified,No
Tax Technology Manager,Not specified,1,2 Locations,2 Locations,Not specified,No
"Technical Architect - Consulting(Java, Spring boot, SQL)",Not specified,1,2 Locations,2 Locations,Not specified,No
"Technical Consultant - ( F5 LTM, Cloudflare WAF, ASA/PALO ALTO/AZURE firewalls, Routing & Switching, Irules, VPN tunnel configuration)",Not specified,1,IND - Coimbatore (708),IND - Coimbatore (708),Not specified,No
"VP, Demo, POC, & Pilot",Not specified,1,Dallas,Dallas,Not specified,No
