title,department,location,posting_date,remote,region,url
Brand Designer (Contract),Marketing & Communications,"San Francisco, CA",2025-08-19T20:29:22.296+00:00,No,Not specified,https://jobs.ashbyhq.com/Sierra/a5402a9c-d0ea-4e60-a1bc-68574d54950f
Integrated Campaign Marketer,Marketing & Communications,"San Francisco, CA",2026-02-17T20:34:40.070+00:00,No,Not specified,https://jobs.ashbyhq.com/Sierra/e296cc07-99ca-4ec0-a826-8bdcd168fa15
