title,department,location,posting_date,remote,region,url
Accounting Lead Technical Support Engineer,Technical Support,"Lehi, Utah",1770240316504,No,Not specified,https://jobs.lever.co/entrata/9462c4d2-263d-44bc-8759-378dc578a115
Graphic Design Intern,Creative,"Lehi, Utah",1750882145826,No,Not specified,https://jobs.lever.co/entrata/0f4dd72e-8296-4e14-901d-c7e683648861
