title,department,location,posting_date,remote,region,url
Account Executive EMEA,Not specified,"Amsterdam, Netherlands",Posted Today,No,Not specified,https://o9solutions.wd5.myworkdayjobs.com/o9SolutionsExternal/job/Amsterdam-Netherlands/Account-Executive-EMEA_JR102260
Senior Data Scientist - Demand Forecasting(POC),Not specified,"Bangalore, Karnataka, India",Posted Today,No,Not specified,https://o9solutions.wd5.myworkdayjobs.com/o9SolutionsExternal/job/Bangalore-Karnataka-India/Senior-Data-Scientist---Demand-Forecasting-POC-_JR102264
