title,department,openings,locations,all_locations,regions,remote_available
Business Development Representative,Not specified,3,IN-Remote; TW-Remote; UK-Remote,IN-Remote | TW-Remote | UK-Remote,Not specified,Yes
Account Executive,Not specified,2,DE-Remote; NL-Remote,DE-Remote | NL-Remote,Not specified,Yes
Enterprise Sales Director,Not specified,2,SG-Remote; TW-Remote,SG-Remote | TW-Remote,Not specified,Yes
Premier Support Manager,Not specified,2,CA-Remote; IE-Remote,CA-Remote | IE-Remote,Not specified,Yes
Account Executive - Install Base - USA,Not specified,1,US-Remote,US-Remote,Not specified,Yes
"Architect, Data Fabric & SaaS Platform",Not specified,1,CA-Remote,CA-Remote,Not specified,Yes
Associate Solution Consultant,Not specified,1,US-TX-Irving,US-TX-Irving,Not specified,No
Business Consultant,Not specified,1,DE-Remote,DE-Remote,Not specified,Yes
Business Consultant (Presales),Not specified,1,IN-Remote,IN-Remote,Not specified,Yes
Business Consulting Manager,Not specified,1,US-Remote,US-Remote,Not specified,Yes
Chief of Staff to the CEO,Not specified,1,US-Remote,US-Remote,Not specified,Yes
Co-Op/ Intern Developer AI/ ML,Not specified,1,CA-ON-Ottawa,CA-ON-Ottawa,Not specified,No
"Co-op/Intern Cloud Developer, Platform Engineering",Not specified,1,CA-ON-Ottawa,CA-ON-Ottawa,Not specified,No
Commercial Contracts Manager,Not specified,1,CA-Remote,CA-Remote,Not specified,Yes
Curriculum Developer,Not specified,1,IN-Remote,IN-Remote,Not specified,Yes
Curriculum Developer (Hands on Labs),Not specified,1,IN-Remote,IN-Remote,Not specified,Yes
Delivery Director,Not specified,1,US-Remote,US-Remote,Not specified,Yes
Director of Procurement,Not specified,1,CA-Remote,CA-Remote,Not specified,Yes
EHS Specialist - India,Not specified,1,"IN-TN-Perungudi, Chennai","IN-TN-Perungudi, Chennai",Not specified,No
Executive Assistant,Not specified,1,FR-Remote,FR-Remote,Not specified,Yes
Head of Renewals,Not specified,1,US-Remote,US-Remote,Not specified,Yes
IT Support Technician (12 Month Fixed Term),Not specified,1,NL-Remote,NL-Remote,Not specified,Yes
Instructional Designer,Not specified,1,IN-Remote,IN-Remote,Not specified,Yes
Intern Support and Learning Platform Administrator,Not specified,1,UK-Remote,UK-Remote,Not specified,Yes
PS Operations Manager - IND,Not specified,1,"IN-TN-Perungudi, Chennai","IN-TN-Perungudi, Chennai",Not specified,No
"Principal Architect, Maestro Guardian",Not specified,1,US-Remote,US-Remote,Not specified,Yes
Senior Application Consultant - IND,Not specified,1,"IN-TN-Perungudi, Chennai","IN-TN-Perungudi, Chennai",Not specified,No
"Senior Cloud Engineer, Data & Analytics - IND",Not specified,1,"IN-TN-Perungudi, Chennai","IN-TN-Perungudi, Chennai",Not specified,No
Senior Financial Analyst,Not specified,1,CA-Remote,CA-Remote,Not specified,Yes
Senior Industry Principal - USA,Not specified,1,US-Remote,US-Remote,Not specified,Yes
"Senior Product Manager, AI",Not specified,1,CA-Remote,CA-Remote,Not specified,Yes
"Senior Product Manager, Production Planning",Not specified,1,CA-Remote,CA-Remote,Not specified,Yes
Senior Site Reliability Engineer - Infra,Not specified,1,TW-Remote,TW-Remote,Not specified,Yes
"Senior Software Developer, C++",Not specified,1,CA-ON-Ottawa,CA-ON-Ottawa,Not specified,No
"Senior Software Developer, Front End Technology",Not specified,1,CA-ON-Ottawa,CA-ON-Ottawa,Not specified,No
"Software Developer, C++",Not specified,1,CA-ON-Ottawa,CA-ON-Ottawa,Not specified,No
"Solution Architect, Life Sciences",Not specified,1,CA-Remote,CA-Remote,Not specified,Yes
Staff Cloud Platform Engineer,Not specified,1,CA-ON-Ottawa,CA-ON-Ottawa,Not specified,No
"Staff Software Developer, AI/ML",Not specified,1,CA-ON-Toronto,CA-ON-Toronto,Not specified,No
"Staff Software Developer, C++",Not specified,1,CA-ON-Ottawa,CA-ON-Ottawa,Not specified,No
Technical Support Analyst (12 Months Term),Not specified,1,JP-Tokyo,JP-Tokyo,Not specified,No
Technical Support Analyst - Scheduling,Not specified,1,"IN-TN-Perungudi, Chennai","IN-TN-Perungudi, Chennai",Not specified,No
Training Coordinator (8 Months Term),Not specified,1,IN-Remote,IN-Remote,Not specified,Yes
"VP, Sales",Not specified,1,FR-Remote,FR-Remote,Not specified,Yes
