title,department,location,posting_date,remote,region,url
Technical Project Manager – Agentic AI Deployments,Not specified,Berlin Office; Remotely in Germany,2026-03-04T07:37:45-05:00,Yes,Not specified,https://job-boards.eu.greenhouse.io/parloa/jobs/4719998101
