title,department,location,posting_date,remote,region,url
Strategic Engagement Manager,Not specified,Berlin Office; Munich Office,2026-02-09T12:29:02-05:00,No,Not specified,https://job-boards.eu.greenhouse.io/parloa/jobs/4753275101
