title,department,openings,locations,all_locations,regions,remote_available
Analyste en assurance qualité (Comptabilité),Product & Technology,1,Not specified,Not specified,Not specified,No
Architecte de solutions principal,Product & Technology,1,Not specified,Not specified,Not specified,No
Concepteur pédagogique senior,Human Resources,1,Not specified,Not specified,Not specified,No
Développeur logiciel en test (performance et évolutivité),Product & Technology,1,Not specified,Not specified,Not specified,No
Ingénieur fiabilité des infrastructures,Product & Technology,1,Not specified,Not specified,Not specified,No
Performance tester,Product & Technology,1,Not specified,Not specified,Not specified,No
QA Analyst (Accounting),Product & Technology,1,Not specified,Not specified,Not specified,No
"Security Governance, Risk and Compliance Specialist",Corporate Finance & IT Services,1,Not specified,Not specified,Not specified,No
Senior Instructional Designer,Human Resources,1,Not specified,Not specified,Not specified,No
Senior Software Developer (.NET),Tecsys India SCSPVT,1,Not specified,Not specified,Not specified,No
Site Reliability Engineer,Product & Technology,1,Not specified,Not specified,Not specified,No
Software Architect,Product & Technology,1,Not specified,Not specified,Not specified,No
"Spécialiste en gouvernance, risques et conformité en sécurité",Corporate Finance & IT Services,1,Not specified,Not specified,Not specified,No
