date,total_jobs,top_departments
2026-02-20,14,Product & Technology: 8; Enterprise Sales & Pre-Sales: 3; Corporate Finance & IT Services: 2; Tecsys India SCSPVT: 1
2026-02-21,14,Product & Technology: 8; Enterprise Sales & Pre-Sales: 3; Corporate Finance & IT Services: 2; Tecsys India SCSPVT: 1
2026-02-22,14,Product & Technology: 8; Enterprise Sales & Pre-Sales: 3; Corporate Finance & IT Services: 2; Tecsys India SCSPVT: 1
2026-02-23,14,Product & Technology: 8; Enterprise Sales & Pre-Sales: 3; Corporate Finance & IT Services: 2; Tecsys India SCSPVT: 1
2026-02-24,14,Product & Technology: 8; Enterprise Sales & Pre-Sales: 3; Corporate Finance & IT Services: 2; Tecsys India SCSPVT: 1
2026-02-25,14,Product & Technology: 8; Enterprise Sales & Pre-Sales: 3; Corporate Finance & IT Services: 2; Tecsys India SCSPVT: 1
2026-02-26,13,Product & Technology: 8; Tecsys India SCSPVT: 2; Corporate Finance & IT Services: 2; Enterprise Sales & Pre-Sales: 1
2026-02-27,12,Product & Technology: 8; Tecsys India SCSPVT: 2; Corporate Finance & IT Services: 2
2026-02-28,12,Product & Technology: 8; Tecsys India SCSPVT: 2; Corporate Finance & IT Services: 2
