title,department,openings,locations,all_locations,regions,remote_available
Hybrid Development Representative,Sales,5,"Cincinnati, Ohio, United States; Cleveland, Ohio, United States; Columbus, Ohio, United States (and 2 more)","Cincinnati, Ohio, United States | Cleveland, Ohio, United States | Columbus, Ohio, United States | Jersey City, New Jersey, United States | Philadelphia, Pennsylvania, United States",Not specified,No
Flex Growth Account Executive,Sales,3,"Atlanta, Georgia, United States; Miami, Florida, United States; Washington, District of Columbia, United States","Atlanta, Georgia, United States | Miami, Florida, United States | Washington, District of Columbia, United States",Not specified,No
Internal Communications Manager,Marketing,3,"Boston, Massachusetts, United States; New York, United States; San Francisco, California, United States","Boston, Massachusetts, United States | New York, United States | San Francisco, California, United States",Not specified,No
Retail Account Executive - East NC,Sales,3,"Fayetteville, North Carolina, United States; Myrtle Beach, South Carolina, United States; Wilmington, North Carolina, United States","Fayetteville, North Carolina, United States | Myrtle Beach, South Carolina, United States | Wilmington, North Carolina, United States",Not specified,No
"Retail Account Executive - West, TX",Sales,3,"Amarillo, Texas, United States; Midland, Texas, United States; Odessa, Texas, United States","Amarillo, Texas, United States | Midland, Texas, United States | Odessa, Texas, United States",Not specified,No
Bilingual Retail Account Executive - Atlanta East,Sales,2,"Atlanta, Georgia, United States; Lawrenceville, Georgia, United States","Atlanta, Georgia, United States | Lawrenceville, Georgia, United States",Not specified,No
"Cleveland, OH Territory Account Executive",Sales,2,"Cleveland, Ohio, United States","Cleveland, Ohio, United States",Not specified,No
"Counsel, International Product",Legal,2,"Dublin, County Dublin, Ireland; London, England, United Kingdom","Dublin, County Dublin, Ireland | London, England, United Kingdom",Not specified,No
"Flex Strategic Cuisine Territory Account Executive (Spanish/Bilingual)-East Coast, USA",Sales,2,"Long Island, New York, United States; Raleigh, North Carolina, United States","Long Island, New York, United States | Raleigh, North Carolina, United States",Not specified,No
Growth Flex Account Executive,Sales,2,"Phoenix, Arizona, United States; San Diego, California, United States","Phoenix, Arizona, United States | San Diego, California, United States",Not specified,No
"Retail Account Executive - ABQ, NM",Sales,2,"Albuquerque, New Mexico, United States; Santa Fe, New Mexico, United States","Albuquerque, New Mexico, United States | Santa Fe, New Mexico, United States",Not specified,No
