title,department,openings,locations,all_locations,regions,remote_available
Hybrid Development Representative,Sales,17,"Austin, Texas, United States; Cincinnati, Ohio, United States; Cleveland, Ohio, United States (and 14 more)","Austin, Texas, United States | Cincinnati, Ohio, United States | Cleveland, Ohio, United States | Columbus, Ohio, United States | Dallas, Texas, United States | Houston, Texas, United States | Jacksonville, Florida, United States | Jersey City, New Jersey, United States | Los Angeles, California, United States | Miami, Florida, United States | New York, United States | Orlando, Florida, United States | Philadelphia, Pennsylvania, United States | San Antonio, Texas, United States | San Diego, California, United States | San Francisco, California, United States | Tampa, Florida, United States",Not specified,No
Bilingual Business Development Representative (Mandarin),Sales,10,"Cincinnati, Ohio, United States; Cleveland, Ohio, United States; Columbus, Ohio, United States (and 7 more)","Cincinnati, Ohio, United States | Cleveland, Ohio, United States | Columbus, Ohio, United States | Jacksonville, Florida, United States | Jersey City, New Jersey, United States | Miami, Florida, United States | New York, United States | Orlando, Florida, United States | Philadelphia, Pennsylvania, United States | Tampa, Florida, United States",Not specified,No
Flex Growth Account Executive,Sales,8,"Baltimore, Maryland, United States; Boston, Massachusetts, United States; Charlotte, North Carolina, United States (and 5 more)","Baltimore, Maryland, United States | Boston, Massachusetts, United States | Charlotte, North Carolina, United States | Chicago, Illinois, United States | Miami, Florida, United States | Philadelphia, Pennsylvania, United States | Washington, District of Columbia, United States",Not specified,No
"Territory Account Executive, Retail - Stockton/Modesto, CA",Sales,6,"Atwater, California, United States; Livermore, California, United States; Modesto, California, United States (and 3 more)","Atwater, California, United States | Livermore, California, United States | Modesto, California, United States | Sacramento, California, United States | Stockton, California, United States | Tracy, California, United States",Not specified,No
Growth Sales Account Executive,Sales,4,"Oklahoma City, Oklahoma, United States; Phoenix, Arizona, United States; Scottsdale, Arizona, United States (and 1 more)","Oklahoma City, Oklahoma, United States | Phoenix, Arizona, United States | Scottsdale, Arizona, United States | Springfield, Missouri, United States",Not specified,No
"Manager, Consumer Protection & AI Compliance",Legal,3,"Boston, Massachusetts, United States; New York, United States; San Francisco, California, United States","Boston, Massachusetts, United States | New York, United States | San Francisco, California, United States",Not specified,No
"Territory Account Executive, Retail - East North Carolina",Sales,3,"Fayetteville, North Carolina, United States; Myrtle Beach, South Carolina, United States; Wilmington, North Carolina, United States","Fayetteville, North Carolina, United States | Myrtle Beach, South Carolina, United States | Wilmington, North Carolina, United States",Not specified,No
"Territory Account Executive, Retail - West, TX",Sales,3,"Amarillo, Texas, United States; Midland, Texas, United States; Odessa, Texas, United States","Amarillo, Texas, United States | Midland, Texas, United States | Odessa, Texas, United States",Not specified,No
Corporate Development Deal Lead,Finance,2,"New York, United States; San Francisco, California, United States","New York, United States | San Francisco, California, United States",Not specified,No
"Counsel, Partnerships & Commerce",Legal,2,"Boston, Massachusetts, United States; New York, United States","Boston, Massachusetts, United States | New York, United States",Not specified,No
"Flex Strategic Cuisine Territory Account Executive (Spanish/Bilingual)-East Coast, USA",Sales,2,"Long Island, New York, United States; Raleigh, North Carolina, United States","Long Island, New York, United States | Raleigh, North Carolina, United States",Not specified,No
