title,department,openings,locations,all_locations,regions,remote_available
"Territory Account Executive, Retail - Stockton/Modesto, CA",Sales,5,"Atwater, California, United States; Livermore, California, United States; Modesto, California, United States (and 2 more)","Atwater, California, United States | Livermore, California, United States | Modesto, California, United States | Stockton, California, United States | Tracy, California, United States",Not specified,No
Flex Growth Account Executive,Sales,3,"Miami, Florida, United States; San Francisco, California, United States; Washington, District of Columbia, United States","Miami, Florida, United States | San Francisco, California, United States | Washington, District of Columbia, United States",Not specified,No
Retail Account Executive - East NC,Sales,3,"Fayetteville, North Carolina, United States; Myrtle Beach, South Carolina, United States; Wilmington, North Carolina, United States","Fayetteville, North Carolina, United States | Myrtle Beach, South Carolina, United States | Wilmington, North Carolina, United States",Not specified,No
"Retail Account Executive - West, TX",Sales,3,"Amarillo, Texas, United States; Midland, Texas, United States; Odessa, Texas, United States","Amarillo, Texas, United States | Midland, Texas, United States | Odessa, Texas, United States",Not specified,No
"South Charlotte, NC Territory Account Executive",Sales,3,"Charlotte, North Carolina, United States; Fort Mill, South Carolina, United States; Rock Hill, South Carolina, United States","Charlotte, North Carolina, United States | Fort Mill, South Carolina, United States | Rock Hill, South Carolina, United States",Not specified,No
"Bilingual Territory Account Executive, Retail - East Atlanta, GA",Sales,2,"Atlanta, Georgia, United States; Lawrenceville, Georgia, United States","Atlanta, Georgia, United States | Lawrenceville, Georgia, United States",Not specified,No
"Counsel, International Product",General & Admin,2,"Dublin, County Dublin, Ireland; London, England, United Kingdom","Dublin, County Dublin, Ireland | London, England, United Kingdom",Not specified,No
"Flex Strategic Cuisine Territory Account Executive (Spanish/Bilingual)-East Coast, USA",Sales,2,"Long Island, New York, United States; Raleigh, North Carolina, United States","Long Island, New York, United States | Raleigh, North Carolina, United States",Not specified,No
Growth Flex Account Executive,Sales,2,"Phoenix, Arizona, United States; San Diego, California, United States","Phoenix, Arizona, United States | San Diego, California, United States",Not specified,No
"Retail Account Executive - ABQ, NM",Sales,2,"Albuquerque, New Mexico, United States; Santa Fe, New Mexico, United States","Albuquerque, New Mexico, United States | Santa Fe, New Mexico, United States",Not specified,No
Retail Account Executive - East CT,Sales,2,"New Haven, Connecticut, United States; Windham, Connecticut, United States","New Haven, Connecticut, United States | Windham, Connecticut, United States",Not specified,No
Retail Account Executive - Jackson/Tuscaloosa,Sales,2,"Jackson, Mississippi, United States; Tuscaloosa, Alabama, United States","Jackson, Mississippi, United States | Tuscaloosa, Alabama, United States",Not specified,No
Senior Customer Success Manager II - Enterprise,Customer Success,2,"; Arlington, Virginia, United States"," | Arlington, Virginia, United States",Not specified,No
Senior Software Engineer,Engineering,2,"Bengaluru, Karnataka, India; Chennai, Tamil Nadu, India","Bengaluru, Karnataka, India | Chennai, Tamil Nadu, India",Not specified,No
Territory Account Executive,Sales,2,"Allentown, Pennsylvania, United States; Cincinnati, Ohio, United States","Allentown, Pennsylvania, United States | Cincinnati, Ohio, United States",Not specified,No
