title,department,location,posting_date,remote,region,url
"Senior Manager, Data Science and Machine Learning",Engineering,"Remote, United States",Not specified,Yes,Not specified,https://careers.toasttab.com/jobs/senior-manager-data-science-and-machine-learning-remote-united-states
"Territory Account Executive - Akron, OH",Sales,"Akron, Ohio, United States",Not specified,No,Not specified,https://careers.toasttab.com/jobs/territory-account-executive-akron-oh-akron-ohio-united-states
"Territory Account Executive - Cleveland West, OH",Sales,"Cleveland, Ohio, United States",Not specified,No,Not specified,https://careers.toasttab.com/jobs/territory-account-executive-cleveland-west-oh-cleveland-ohio-united-states
"Territory Account Executive , SMB - White Plains, NY",Sales,"White Plains, New York, United States",Not specified,No,Not specified,https://careers.toasttab.com/jobs/territory-account-executive-smb-white-plains-ny-white-plains-new-york-united-states
Accounting Manager,Finance,"Chennai, Tamil Nadu, India",Not specified,No,Not specified,https://careers.toasttab.com/jobs/accounting-manager-chennai-tamil-nadu-india
AI Architect - People Products,People & Places,"Chennai, Tamil Nadu, India",Not specified,No,Not specified,https://careers.toasttab.com/jobs/ai-architect-people-products-chennai-tamil-nadu-india
"Analyst II, Payments Pricing & Operations",Fintech,"Remote, United States",Not specified,Yes,Not specified,https://careers.toasttab.com/jobs/analyst-ii-payments-pricing-operations-remote-united-states
"Associate Counsel, Privacy",Legal,"Bengaluru, Karnataka, India",Not specified,No,Not specified,https://careers.toasttab.com/jobs/associate-counsel-privacy-bengaluru-karnataka-india
Bilingual Business Development Representative (Mandarin),Sales,"Remote, United States",Not specified,Yes,Not specified,https://careers.toasttab.com/jobs/bilingual-business-development-representative-mandarin-remote-united-states-4be883eb-1109-4d63-b51d-2cd7675d2db0
Bilingual Business Development Representative (Mandarin),Sales,"Seattle, Washington, United States",Not specified,No,Not specified,https://careers.toasttab.com/jobs/bilingual-business-development-representative-mandarin-seattle-washington-united-states
Bilingual Business Development Representative (Mandarin),Sales,"Jacksonville, Florida, United States",Not specified,No,Not specified,https://careers.toasttab.com/jobs/bilingual-business-development-representative-mandarin-jacksonville-florida-united-states
Bilingual Business Development Representative (Mandarin),Sales,"New York, United States",Not specified,No,Not specified,https://careers.toasttab.com/jobs/bilingual-business-development-representative-mandarin-new-york-united-states
Bilingual Business Development Representative (Mandarin),Sales,"Austin, Texas, United States",Not specified,No,Not specified,https://careers.toasttab.com/jobs/bilingual-business-development-representative-mandarin-austin-texas-united-states
