title,department,openings,locations,all_locations,regions,remote_available
Flex Growth Account Executive,Sales,7,"Atlanta, Georgia, United States; Charlotte, North Carolina, United States; Chicago, Illinois, United States (and 4 more)","Atlanta, Georgia, United States | Charlotte, North Carolina, United States | Chicago, Illinois, United States | Denver, Colorado, United States | Miami, Florida, United States | Minneapolis, Minnesota, United States",Not specified,No
"Territory Account Executive, Retail - Stockton/Modesto, CA",Sales,6,"Atwater, California, United States; Livermore, California, United States; Modesto, California, United States (and 3 more)","Atwater, California, United States | Livermore, California, United States | Modesto, California, United States | Sacramento, California, United States | Stockton, California, United States | Tracy, California, United States",Not specified,No
"Territory Account Executive, Retail - ABQ, NM (Spanish/Bilingual)",Sales,4,"Albuquerque, New Mexico, United States; Clovis, New Mexico, United States; El Paso, Texas, United States (and 1 more)","Albuquerque, New Mexico, United States | Clovis, New Mexico, United States | El Paso, Texas, United States | Santa Fe, New Mexico, United States",Not specified,No
Corporate Development Deal Lead,Finance,3,"Boston, Massachusetts, United States; New York, United States; San Francisco, California, United States","Boston, Massachusetts, United States | New York, United States | San Francisco, California, United States",Not specified,No
"Counsel, Partnerships & Commerce",Legal,3,"Boston, Massachusetts, United States; New York, United States; San Francisco, California, United States","Boston, Massachusetts, United States | New York, United States | San Francisco, California, United States",Not specified,No
Flex Customer Growth Sales Account Executive,Sales,3,"Charlotte, North Carolina, United States; Chicago, Illinois, United States; Miami, Florida, United States","Charlotte, North Carolina, United States | Chicago, Illinois, United States | Miami, Florida, United States",Not specified,No
"Manager, Consumer Protection & AI Compliance",Legal,3,"Boston, Massachusetts, United States; New York, United States; San Francisco, California, United States","Boston, Massachusetts, United States | New York, United States | San Francisco, California, United States",Not specified,No
"Territory Account Executive, Retail - Central New England",Sales,3,"Framingham, Massachusetts, United States; Springfield, Massachusetts, United States; Worcester, Massachusetts, United States","Framingham, Massachusetts, United States | Springfield, Massachusetts, United States | Worcester, Massachusetts, United States",Not specified,No
"Territory Account Executive, Retail - Northeast Houston, TX",Sales,3,"Houston, Texas, United States; Humble, Texas, United States","Houston, Texas, United States | Humble, Texas, United States",Not specified,No
"Territory Account Executive, Retail - West Houston, TX",Sales,3,"Houston, Texas, United States; Katy, Texas, United States; Missouri City, Texas, United States","Houston, Texas, United States | Katy, Texas, United States | Missouri City, Texas, United States",Not specified,No
West Coast - Inside Strategic Cuisines Account Executive - Spanish,Sales,3,"San Diego, California, United States; San Francisco, California, United States; Seattle, Washington, United States","San Diego, California, United States | San Francisco, California, United States | Seattle, Washington, United States",Not specified,No
PeopleHub Partner,People & Places,2,"Boston, Massachusetts, United States; Omaha, Nebraska, United States","Boston, Massachusetts, United States | Omaha, Nebraska, United States",Not specified,No
Senior Data Scientist,Engineering,2,"Bengaluru, Karnataka, India; Remote, United States","Bengaluru, Karnataka, India | Remote, United States",Not specified,Yes
"Senior Software Engineer, Android",Engineering,2,"Costa Mesa, California, United States; Dublin, County Dublin, Ireland","Costa Mesa, California, United States | Dublin, County Dublin, Ireland",Not specified,No
Staff Software Engineer,Engineering,2,"Bengaluru, Karnataka, India; Boston, Massachusetts, United States","Bengaluru, Karnataka, India | Boston, Massachusetts, United States",Not specified,No
"Territory Account Executive , Retail - Chicago, IL",Sales,2,"Aurora, Illinois, United States; Naperville, Illinois, United States","Aurora, Illinois, United States | Naperville, Illinois, United States",Not specified,No
"Territory Account Executive, Retail - Austin: San Antonio",Sales,2,"New Braunfels, Texas, United States; San Marcos, Texas, United States","New Braunfels, Texas, United States | San Marcos, Texas, United States",Not specified,No
