title,department,openings,locations,all_locations,regions,remote_available
"Analyste Groupe Trésorerie, Projets, Process & Systèmes (F/H)",FINANCE,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
Electromagnetics Software Testing - Summer Internship,RESEARCH & DEVELOPMENT,1,"United Kingdom, Nottingham","United Kingdom, Nottingham",EMEA,No
Ingénieur développement Kubernetes (F/H),RESEARCH & DEVELOPMENT,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
Partner Sales Manager- North Region,SALES,1,"China, BJ, Beijing","China, BJ, Beijing",APAC,No
QA Test Framework Developer F/H,RESEARCH & DEVELOPMENT,1,"France, Saint-Cloud","France, Saint-Cloud",EMEA,No
Regional Account Manager (eClinical Solution Sales),SALES,1,"Korea, Republic of, 11, Seoul","Korea, Republic of, 11, Seoul",APAC,No
Responsable de la sécurité GRC F/H,RESEARCH & DEVELOPMENT,1,"France, Saint-Cloud","France, Saint-Cloud",EMEA,No
STAGE - Data Scientist - Systeme Multi-Agents IA & LLM (F/H),RESEARCH & DEVELOPMENT,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
STAGE – Chef de Projet et Transformation (F/H),FINANCE,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
Senior Business Development Specialist,SALES,1,"United Kingdom, London","United Kingdom, London",EMEA,No
Solution Architect,SERVICES,1,"Brazil, SP, Sao Paulo","Brazil, SP, Sao Paulo",Americas,No
"Solution Sales Specialist, CTMS / eTMF",SALES,1,"United States, CA, San Diego","United States, CA, San Diego",Americas,No
"Solution Sales Specialist, Study Experiences",SALES,1,"Japan, 13, Tokyo","Japan, 13, Tokyo",APAC,No
Staff Accountant (New York City),FINANCE,1,"United States, NY, New York","United States, NY, New York",Americas,No
Technologies R&D Intern - 2,RESEARCH & DEVELOPMENT,1,"India, MH, Pune","India, MH, Pune",APAC,No
