title,department,openings,locations,all_locations,regions,remote_available
3DEXPERIENCE EDU Sales,SALES,1,"China, SH, Shanghai","China, SH, Shanghai",APAC,No
Administrateur de base de données (F/H),INFORMATION TECHNOLOGY,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
Automation Developer (Python/Selenium Focus) - Tokyo Based,FINANCE,1,"Japan, 13, Tokyo","Japan, 13, Tokyo",APAC,No
Event Manager (m/w/d),MARKETING & COMMUNICATIONS,1,"Germany, Munich","Germany, Munich",EMEA,No
INTERNSHIP - Software Engineer,RESEARCH & DEVELOPMENT,1,"United States, CA, Long Beach","United States, CA, Long Beach",Americas,No
Industry Services Manager,SERVICES,1,"Turkey, 34, Istanbul","Turkey, 34, Istanbul",Not specified,No
Learning Business Partner,FINANCE,1,"United States, MA, Waltham","United States, MA, Waltham",Americas,No
MBSE Industry Process Consultant,SALES,1,"United States, MA, Waltham","United States, MA, Waltham",Americas,No
People Care Specialist,PEOPLE & ENVIRONMENT,1,"Korea, Republic of, 11, Seoul","Korea, Republic of, 11, Seoul",APAC,No
Project Manager,SERVICES,1,"Brazil, SP, Sao Paulo","Brazil, SP, Sao Paulo",Americas,No
STAGE - Consultant technique MBSE (F/H),SALES,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
STAGE - Ingénieur Qualité Construction (F/H),RESEARCH & DEVELOPMENT,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
Sales Mediator INDIA,SALES,1,"India, HR, Gurgaon","India, HR, Gurgaon",APAC,No
Senior Technical Project Manager,SERVICES,1,"India, MH, Pune","India, MH, Pune",APAC,No
Working Student (m/f/d) – Electromagnetics AI/ML Surrogate Modeling,RESEARCH & DEVELOPMENT,1,"Germany, Darmstadt","Germany, Darmstadt",EMEA,No
