title,department,location,posting_date,remote,region,url
Analyste Prix de Transfert global – CDD de 5 mois (F/H),FINANCE,"France, Vélizy-Villacoublay",Not specified,No,EMEA,https://www.3ds.com/careers/jobs
Staff Accountant (New York City),FINANCE,"United States, NY, New York",Not specified,No,Americas,https://www.3ds.com/careers/jobs
"Solution Sales Specialist, Data Experience",SALES,"United States, NY, New York",Not specified,No,Americas,https://www.3ds.com/careers/jobs
Technical Support Engineer,SERVICES,"United Kingdom, London",Not specified,No,EMEA,https://www.3ds.com/careers/jobs
STAGE - Ingénieur Simulation et Optimisation des Systèmes de Production (NVIDIA Omniverse) (F/H),RESEARCH & DEVELOPMENT,"France, Vélizy-Villacoublay",Not specified,No,EMEA,https://www.3ds.com/careers/jobs
Ingénieur DevOps Expérimenté (F/H),RESEARCH & DEVELOPMENT,"France, Saint-Cloud",Not specified,No,EMEA,https://www.3ds.com/careers/jobs
"Brand Strategy and Campaigns, Senior Manager",MARKETING & COMMUNICATIONS,"United States, NY, New York",Not specified,No,Americas,https://www.3ds.com/careers/jobs
Ingénieur de données (F/H),RESEARCH & DEVELOPMENT,"France, Vélizy-Villacoublay",Not specified,No,EMEA,https://www.3ds.com/careers/jobs
"Senior Director, Global Deployment & Logistics (Remote)",SERVICES,"United States, NY, New York",Not specified,Yes,Americas,https://www.3ds.com/careers/jobs
Network Engineer - (LAN/WLAN – Cisco Enterprise),INFORMATION TECHNOLOGY,"United States, MA, Waltham",Not specified,No,Americas,https://www.3ds.com/careers/jobs
Ingénieur développement JAVA / CLOUD - expert (F/H),RESEARCH & DEVELOPMENT,"France, Vélizy-Villacoublay",Not specified,No,EMEA,https://www.3ds.com/careers/jobs
Teamleiter Eventmanagement (m/w/d),MARKETING & COMMUNICATIONS,"Germany, Munich",Not specified,No,EMEA,https://www.3ds.com/careers/jobs
Strategic Account Manager – 3D Software Development Kits,SALES,"United States, MA, Waltham",Not specified,No,Americas,https://www.3ds.com/careers/jobs
Business Analyst (Agile Transformation)/ Process & Operations Transformation Expert (GBS),FINANCE,"India, MH, Pune",Not specified,No,APAC,https://www.3ds.com/careers/jobs
ENOVIA Sales Engineer - Detroit/Montreal Or Boston,SALES,"United States, MA, Waltham",Not specified,No,Americas,https://www.3ds.com/careers/jobs
