title,department,openings,locations,all_locations,regions,remote_available
Audiovisual Engineering Specialist,RESEARCH & DEVELOPMENT,1,"India, MH, Pune","India, MH, Pune",APAC,No
Consolideur Financier (F/H),FINANCE,1,"France, Vélizy-Villacoublay","France, Vélizy-Villacoublay",EMEA,No
Data Services Lead (Remote),SERVICES,1,"United States, NY, New York","United States, NY, New York",Americas,Yes
FullStack Developer,RESEARCH & DEVELOPMENT,1,"India, MH, Pune","India, MH, Pune",APAC,No
Identity and Access Management Engineer,RESEARCH & DEVELOPMENT,1,"India, MH, Pune","India, MH, Pune",APAC,No
Implementation Consultant,SERVICES,1,"India, MH, Pune","India, MH, Pune",APAC,No
Partner Sales Manager CPE,SALES,1,"Korea, Republic of, 11, Seoul","Korea, Republic of, 11, Seoul",APAC,No
SQL Server Developer,SERVICES,1,"India, MH, Pune","India, MH, Pune",APAC,No
Sales Executive - High Tech (Semiconductor),SALES,1,"United States, TX, Plano","United States, TX, Plano",Americas,No
Sales Expert - Client Executive (f/m/d),SALES,1,"Switzerland, ZH, Kloten","Switzerland, ZH, Kloten",EMEA,No
Senior IT Project Manager with German,SERVICES,1,"Poland, Krakow","Poland, Krakow",EMEA,No
Senior Project Manager - DELMIA Apriso,SERVICES,1,"India, MH, Pune","India, MH, Pune",APAC,No
Software Asset Manager,INFORMATION TECHNOLOGY,1,"India, MH, Pune","India, MH, Pune",APAC,No
"VP Professional Services, Data Experience",SERVICES,1,"United States, NJ, Iselin","United States, NJ, Iselin",Americas,No
"VP Professional Services, Study Experience",SERVICES,1,"United States, NJ, Iselin","United States, NJ, Iselin",Americas,No
