title,department,location,posting_date,remote,region,url
Customer Support Representative,Not specified,"Zilina, SK, 010 01",Not specified,No,EMEA,https://jobs.descartes.com/job/Zilina-Customer-Support-Representative-010-01/598558117/
Business Analyst,Not specified,UY,Not specified,No,AMERICAS,https://jobs.descartes.com/job/Business-Analyst/598325417/
