title,department,location,posting_date,remote,region,url
VP Sales -Enterprise SaaS | Logistics Service Providers | Broker &amp; Forwarder Systems,Not specified,US,Not specified,No,AMERICAS,https://jobs.descartes.com/job/VP-Sales-Enterprise-SaaS-Logistics-Service-Providers-Broker-&amp;-Forwarder-Systems/597315217/
