title,department,openings,locations,all_locations,regions,remote_available
Account Executive,Not specified,2,"Kentucky, USA - Remote; Virginia, USA - Remote","Kentucky, USA - Remote | Virginia, USA - Remote",Not specified,Yes
Principal User Experience Designer,Not specified,2,"Bengaluru, IND; Washington, USA - Remote","Bengaluru, IND | Washington, USA - Remote",Not specified,Yes
Software Engineer - C++ (Fusion AI Features),Not specified,2,"Pune, IND","Pune, IND",Not specified,No
"Audience Marketing Manager, Building Engineering",Not specified,1,6 Locations,6 Locations,Not specified,No
"Chief of Staff, AEC XA",Not specified,1,2 Locations,2 Locations,Not specified,No
"Distinguished Software Architect, Autodesk Water",Not specified,1,3 Locations,3 Locations,Not specified,No
Incident Response Analyst,Not specified,1,"Bengaluru, IND","Bengaluru, IND",Not specified,No
"Intern Software Developer, Stagiaire en Développement Logiciel",Not specified,1,"Montreal, QC, CAN","Montreal, QC, CAN",Not specified,No
"Intern, Finance Business Intelligence Developer",Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Intern, Machine Learning Developer",Not specified,1,AMER - Canada - Quebec - Montreal - 10 Rue Duke,AMER - Canada - Quebec - Montreal - 10 Rue Duke,Not specified,No
"Intern, Research - Agentic Simulation",Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Intern, User Experience Content Design",Not specified,1,2 Locations,2 Locations,Not specified,No
"Intern, XR and AI Developer , Stagiaire en développement XR et AI",Not specified,1,"Montreal, QC, CAN","Montreal, QC, CAN",Not specified,No
"Principal Software Developer, Civil 3D",Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Product Manager, Agentic AI - Autodesk Assistant (Remote)",Not specified,1,6 Locations,6 Locations,Not specified,Yes
Product Operations Support,Not specified,1,Norway - Oslo,Norway - Oslo,Not specified,No
"Production Support Analyst, SAP Quote to Collect Systems",Not specified,1,"San Francisco, CA, USA","San Francisco, CA, USA",Not specified,No
Sales Enablement Content Specialist - AECO,Not specified,1,2 Locations,2 Locations,Not specified,No
"Senior Business Consultant, Buildings/MEP",Not specified,1,6 Locations,6 Locations,Not specified,No
"Senior Digital Program Manager, Customer Success Management",Not specified,1,3 Locations,3 Locations,Not specified,No
"Senior Digital Program Manager, Support Experiences",Not specified,1,4 Locations,4 Locations,Not specified,No
Senior Enterprise Systems Engineer,Not specified,1,6 Locations,6 Locations,Not specified,No
Senior Frontend Engineer,Not specified,1,"Tel Aviv, ISR","Tel Aviv, ISR",Not specified,No
"Senior Product & Technical Marketing Manager, CAM",Not specified,1,4 Locations,4 Locations,Not specified,No
"Senior Product Manager, Experimentation Platform",Not specified,1,5 Locations,5 Locations,Not specified,No
Senior Software Developer - Civil 3D,Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
Senior Software Engineer - C++ (Fusion AI Features),Not specified,1,"Pune, IND","Pune, IND",Not specified,No
Senior Software QA Specialist - Civil 3D,Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Senior Technical Adoption Specialist, Enterprise Systems",Not specified,1,3 Locations,3 Locations,Not specified,No
Senior Technical Program Manager - AI/ML,Not specified,1,2 Locations,2 Locations,Not specified,No
"Senior Technical Program Manager, Fusion Platform",Not specified,1,6 Locations,6 Locations,Not specified,No
"Software Developer, Civil 3D",Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Software Development Manager, Civil 3D",Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
Software Engineering Manager,Not specified,1,3 Locations,3 Locations,Not specified,No
"Sr. Account Executive, Fusion Expansion",Not specified,1,AMER - United States - Colorado - Denver - Wewatta,AMER - United States - Colorado - Denver - Wewatta,Not specified,No
Technical Adoption Specialist - Civil 3D (German speaking),Not specified,1,2 Locations,2 Locations,Not specified,No
"Technical Support Specialist, Civil 3D",Not specified,1,2 Locations,2 Locations,Not specified,No
