title,department,location,posting_date,remote,region,url
"Technical Adoption Specialist, Forma, Autodesk Construction Cloud",Not specified,4 Locations,Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Portland-OR-USA/Technical-Adoption-Specialist---Forma--Autodesk-Construction-Cloud_25WD94094-2
"Business Development Representative, Autodesk Operations Solutions",Not specified,5 Locations,Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/AMER---United-States---Colorado---Denver---Wewatta/Business-Development-Representative--Autodesk-Operations-Solutions_26WD96063-1
"Sales Specialist, Autodesk Operations Solutions",Not specified,2 Locations,Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/California-USA---Remote/Sales-Specialist--Autodesk-Operations-Solutions_26WD95986
Business Intelligence Intern,Not specified,"Montreal, QC, CAN",Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Montreal-QC-CAN/Business-Intelligence-Intern_26WD95960-2
"Principal Experience Designer, Preconstruction (Remote)",Not specified,2 Locations,Posted Today,Yes,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Toronto-ON-CAN/Principal-Experience-Designer--Preconstruction--Remote-_26WD95023-1
"Senior Machine Learning Operations Developer- Inference, AI/ML Platform",Not specified,5 Locations,Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Toronto-ON-CAN/Senior-Machine-Learning-Operations-Engineer---AI-ML-Platform_26WD94525-1
Software Development Engineer,Not specified,"Vancouver, BC, CAN",Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Vancouver-BC-CAN/Software-Development-Engineer_26WD95771-2
"Finance Business Partner, Consulting EMEA",Not specified,"Kraków, POL",Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Krakw-POL/Finance-Business-Partner--Consulting-EMEA_26WD96005-1
"Director, Corporate Services and Responsible Sourcing",Not specified,3 Locations,Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Ireland---Remote/Director--Corporate-Services-and-Responsible-Sourcing_26WD95756-1
Principal Software Developer- Platform Integrations,Not specified,6 Locations,Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Toronto-ON-CAN/Principal-Software-Developer--Platform-Integrations_26WD95601-1
Senior Technical Trust Program Manager,Not specified,"Ontario, CAN - Remote",Posted Today,Yes,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Ontario-CAN---Remote/Senior-Technical-Trust-Program-Manager_26WD95912-2
Software Development Manager - AI Search,Not specified,"Toronto, ON, CAN",Posted Today,No,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Toronto-ON-CAN/Engineering-Manager_26WD95414-1
"Principal Platform Product Manager, Digital Messaging (Canada / US, EST Remote)",Not specified,3 Locations,Posted Today,Yes,Not specified,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Georgia-USA---Remote/Senior-Platform-Product-Manager--Digital-Messaging--Canada---US--EST-Remote-_26WD95614
