title,department,openings,locations,all_locations,regions,remote_available
Senior Software Engineer,Not specified,3,"4 Locations; Toronto, ON, CAN","4 Locations | Toronto, ON, CAN",Not specified,No
Senior Software Developer,Not specified,2,2 Locations; 3 Locations,2 Locations | 3 Locations,Not specified,No
Software Developer,Not specified,2,"2 Locations; Toronto, ON, CAN","2 Locations | Toronto, ON, CAN",Not specified,No
Software Development Manager,Not specified,2,"2 Locations; Toronto, ON, CAN","2 Locations | Toronto, ON, CAN",Not specified,No
Data Scientist,Not specified,1,"Alberta, CAN - Remote","Alberta, CAN - Remote",Not specified,Yes
Director of Marketing for Industrialized Construction,Not specified,1,2 Locations,2 Locations,Not specified,No
"Engineering Manager , Digital Growth & Platform",Not specified,1,2 Locations,2 Locations,Not specified,No
Engineering Manager — Platform & DevOps,Not specified,1,"Montreal, QC, CAN","Montreal, QC, CAN",Not specified,No
"Experience Design Architect, Agentic AI (Canada | Remote)",Not specified,1,3 Locations,3 Locations,Not specified,Yes
FP&A Solutions Specialist,Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
GTM Insights & Analytics Senior Manager,Not specified,1,"Montreal, QC, CAN","Montreal, QC, CAN",Not specified,No
"Manager, Software Development, Computation Design and Automation",Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
Principal Data Engineer,Not specified,1,India - Remote,India - Remote,Not specified,Yes
"Principal Product Manager, Flow Studio",Not specified,1,9 Locations,9 Locations,Not specified,No
Principal Security Software Developer,Not specified,1,"Montreal, QC, CAN","Montreal, QC, CAN",Not specified,No
Principal Software Engineer in Test (SDET),Not specified,1,4 Locations,4 Locations,Not specified,No
"Product Manager, Privacy",Not specified,1,3 Locations,3 Locations,Not specified,No
Senior Change Management Specialist,Not specified,1,3 Locations,3 Locations,Not specified,No
Senior Finance Business Partner - Autodesk Research and Generative AI Accelerator,Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Senior Financial Analyst, Marketing Finance",Not specified,1,3 Locations,3 Locations,Not specified,No
Senior Full Stack Software Developer,Not specified,1,4 Locations,4 Locations,Not specified,No
Senior Implementation Consultant,Not specified,1,"Tokyo, JPN","Tokyo, JPN",Not specified,No
Senior Inside Sales Territory Account Executive,Not specified,1,"Tokyo, JPN","Tokyo, JPN",Not specified,No
Senior Platform Strategy Manager,Not specified,1,2 Locations,2 Locations,Not specified,No
Senior Principal SDET,Not specified,1,2 Locations,2 Locations,Not specified,No
"Senior Product & Technical Marketing Manager, CAM",Not specified,1,3 Locations,3 Locations,Not specified,No
"Senior Product Manager, Digital Customer Value & Growth",Not specified,1,"Montreal, QC, CAN","Montreal, QC, CAN",Not specified,No
"Senior Product Manager, Digital Project Delivery",Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Senior Product Manager, MCP & Agentic AI",Not specified,1,3 Locations,3 Locations,Not specified,No
Senior Research Scientist Construction,Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
Senior Technical Program Manager,Not specified,1,"Toronto, ON, CAN","Toronto, ON, CAN",Not specified,No
"Senior Technical Program Manager , AI/ML",Not specified,1,2 Locations,2 Locations,Not specified,No
Software Developer (Full Stack),Not specified,1,4 Locations,4 Locations,Not specified,No
"Sr Finance Business Partner,  Marketing Finance",Not specified,1,3 Locations,3 Locations,Not specified,No
Sr. Technical Account Manager,Not specified,1,"Bengaluru, IND","Bengaluru, IND",Not specified,No
