title,department,location,posting_date,remote,region,url
Manager of SMB Sales | Housing,Sales,New York City,2026-03-02T23:14:58.059+00:00,No,Not specified,https://jobs.ashbyhq.com/eliseai/41d9bb8e-0e03-4d10-abb2-0f73d3457cd9
