title,department,location,posting_date,remote,region,url
Senior Mid-Market Sales Manager | Housing,Sales,New York City,2026-01-27T16:12:15.704+00:00,No,Not specified,https://jobs.ashbyhq.com/eliseai/f2d9974f-29f7-416f-be19-8d7a796c7abb
