title,department,location,posting_date,remote,region,url
SMB Account Executive | Housing,Sales,New York City,2026-03-06T14:51:06.312+00:00,No,Not specified,https://jobs.ashbyhq.com/eliseai/4a88ea31-ee6d-4af5-8cc5-e901ed0239f6
