title,department,location,posting_date,remote,region,url
Manager of Customer Success | Housing ,Customer Success,New York City,2026-03-13T01:17:49.231+00:00,No,Not specified,https://jobs.ashbyhq.com/eliseai/3dbbc964-defa-482a-8695-3b67712b7722
